task.i,learner.i,resampling.i,iteration,start.time,end.time,process,classif.auc,classif.acc,classif.logloss,ROC_AUM,task_id,learner_id,resampling_id,test.subset,train.subsets,groups,test.fold,seed,n.train.groups
5,1,1,2,2025-07-22T19:53:33.770535Z,2025-07-22T20:46:38.445765Z,3,0.961260404806387,0.45603203737694,0.693279241217852,0.000178278423845768,MNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
5,1,1,4,2025-07-22T19:53:49.073783Z,2025-07-22T20:46:33.299853Z,6,0.981189231720343,0.0103488566182607,0.713345861897884,0.000219021530938335,MNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
5,1,1,6,2025-07-22T19:54:11.072216Z,2025-07-22T20:54:58.028727Z,1,0.960075503746103,0.00968927497494153,0.741776220209727,0.000345964450389147,MNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
5,1,1,7,2025-07-22T19:54:11.089176Z,2025-07-22T20:53:45.336866Z,2,0.97481372104803,0.5,0.68705350315174,0.000205838688998483,MNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23721,1,1,23721
5,1,1,9,2025-07-22T19:58:14.139714Z,2025-07-22T20:59:21.971195Z,14,0.977035893746321,0.501686340640809,0.687324998153642,0.000156291644088924,MNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23721,2,1,23721
5,1,1,11,2025-07-22T19:58:19.955830Z,2025-07-22T20:49:05.113884Z,11,0.976404729821241,0.5,0.687984840971037,0.000161340751219541,MNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23721,3,1,23721
5,2,1,2,2025-07-22T19:58:20.007413Z,2025-07-22T20:04:36.454866Z,15,0.929233498778506,0.59486067078258,0.690844693466435,0.00162742100656033,MNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
5,2,1,4,2025-07-22T19:58:20.724131Z,2025-07-22T20:04:20.103190Z,19,0.92260720508065,0.936237689868135,0.662203865690939,0.00179633009247482,MNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
5,2,1,6,2025-07-22T19:58:34.001344Z,2025-07-22T20:04:25.725593Z,13,0.890004769882266,0.449381891079185,0.69819462479826,0.0028520398773253,MNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
5,2,1,7,2025-07-22T19:58:34.267312Z,2025-07-22T20:05:31.390968Z,18,0.933459560680747,0.7972016183412,0.671397164233204,0.00149837043136358,MNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,balanced,same,23721,1,1,23721
5,2,1,9,2025-07-22T19:58:35.100474Z,2025-07-22T20:04:53.031013Z,16,0.936205804651797,0.783220910623946,0.67130712149807,0.00155119132250547,MNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,balanced,same,23721,2,1,23721
5,2,1,11,2025-07-22T19:58:51.165729Z,2025-07-22T20:04:55.505945Z,17,0.908116882405707,0.736549165120594,0.673276802591829,0.00191336311399937,MNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,balanced,same,23721,3,1,23721
5,3,1,2,2025-07-22T20:02:49.939161Z,2025-07-22T20:55:41.754928Z,23,0.971645866265769,0.93942933422326,0.181345130896253,0.0342840626835823,MNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
5,3,1,4,2025-07-22T20:02:51.092498Z,2025-07-22T20:55:16.788830Z,24,0.978303265329062,0.930395593390085,0.19755424621375,0.0286819748580456,MNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
5,3,1,6,2025-07-24T11:10:05.911844Z,2025-07-24T12:10:10.644958Z,1,0.977965470705942,0.94503842298697,0.170459955238842,0.0363977812230587,MNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
5,3,1,7,2025-07-22T20:02:58.362839Z,2025-07-22T20:57:26.300782Z,27,0.978565004417337,0.92692178017532,0.198746935390966,0.0283979922533035,MNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,balanced,same,23721,1,1,23721
5,3,1,9,2025-07-22T20:02:58.476555Z,2025-07-22T20:55:29.455384Z,29,0.979803255518997,0.929763912310287,0.192303670685813,0.0271310321986675,MNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,balanced,same,23721,2,1,23721
5,3,1,11,2025-07-22T20:03:15.061557Z,2025-07-22T20:55:36.051923Z,21,0.981579531056787,0.931438691178951,0.185805928008215,0.0260689053684473,MNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,balanced,same,23721,3,1,23721
5,4,1,2,2025-07-22T20:03:16.386919Z,2025-07-22T20:09:13.425170Z,22,0.933036158429413,0.862339395961956,0.33997835215404,0.0480871275067329,MNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
5,4,1,4,2025-07-22T20:03:18.896384Z,2025-07-22T20:09:37.613257Z,25,0.933012982633621,0.86279419128693,0.338437091781897,0.0451464429497719,MNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
5,4,1,6,2025-07-22T20:03:19.696304Z,2025-07-22T20:09:35.730261Z,26,0.925566568942251,0.856665552956899,0.352828795290601,0.0572299361228943,MNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
5,4,1,7,2025-07-22T20:04:20.813996Z,2025-07-22T20:10:01.322417Z,19,0.938000559499002,0.862356709372893,0.323757046919681,0.0532785803079605,MNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,balanced,same,23721,1,1,23721
5,4,1,9,2025-07-22T20:04:28.353772Z,2025-07-22T20:10:08.133236Z,13,0.938160381516797,0.86256323777403,0.32412145376169,0.0530711077153683,MNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,balanced,same,23721,2,1,23721
5,4,1,11,2025-07-22T20:04:37.540905Z,2025-07-22T20:10:16.689079Z,12,0.939555584963475,0.864985663686962,0.321564550812119,0.0516728088259697,MNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,1,1,2,2025-07-22T20:04:54.064767Z,2025-07-22T20:57:20.946411Z,16,0.984290538673271,0.0101785416319039,0.726704623072665,0.000242950874962844,MNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
6,1,1,4,2025-07-22T20:04:56.859295Z,2025-07-22T20:56:40.220993Z,17,0.972012870229863,0.989984977466199,0.642643742910146,0.000187507190275937,MNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,1,1,6,2025-07-22T20:05:16.368216Z,2025-07-22T21:06:15.848828Z,15,0.988985643817771,0.0350818576678918,0.705440816169706,0.000138479968882166,MNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,1,1,7,2025-07-22T20:05:36.007071Z,2025-07-22T20:58:37.942131Z,18,0.979424955633389,0.555714767363453,0.684876469919733,0.000190108388778754,MNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,1,1,9,2025-07-22T20:07:30.088039Z,2025-07-22T21:09:42.298476Z,31,0.974638304104377,0.5,0.690031725436465,0.000165139877935871,MNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23721,2,1,23721
6,1,1,11,2025-07-22T20:07:43.114596Z,2025-07-22T20:59:29.950736Z,39,0.977190920694457,0.855118907066959,0.685791809649786,0.00019337645790074,MNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,2,1,2,2025-07-22T20:07:43.419518Z,2025-07-22T20:13:35.579543Z,33,0.913796248189869,0.481394960787586,0.692501819922697,0.00152442057151347,MNIST_seed2_prop0.01,linear_AUM,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
6,2,1,4,2025-07-22T20:07:49.757918Z,2025-07-22T20:13:38.342026Z,34,0.954084471421349,0.547487898514438,0.688564161926976,0.00133045180700719,MNIST_seed2_prop0.01,linear_AUM,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,2,1,6,2025-07-22T20:07:50.991245Z,2025-07-22T20:13:57.153803Z,36,0.946184675880682,0.818409622452389,0.676829915780829,0.00107718165963888,MNIST_seed2_prop0.01,linear_AUM,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,2,1,7,2025-07-22T20:09:16.388455Z,2025-07-22T20:14:53.994Z,22,0.930382245125584,0.82788267026298,0.675357867164792,0.00116047880146652,MNIST_seed2_prop0.01,linear_AUM,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,2,1,9,2025-07-22T20:09:36.177894Z,2025-07-22T20:15:42.318009Z,26,0.93863645282654,0.784064080944351,0.671399665292093,0.00144919031299651,MNIST_seed2_prop0.01,linear_AUM,same_other_sizes_cv,balanced,same,23721,2,1,23721
6,2,1,11,2025-07-22T20:09:37.815368Z,2025-07-22T20:15:53.696212Z,25,0.910290250564667,0.646652049249452,0.66655137102062,0.0027173247653991,MNIST_seed2_prop0.01,linear_AUM,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,3,1,2,2025-07-22T20:10:02.169373Z,2025-07-22T21:01:37.819835Z,19,0.979206968594896,0.931586851326548,0.190249935034739,0.0296366382390261,MNIST_seed2_prop0.01,conv_logistic,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
6,3,1,4,2025-07-22T20:10:09.485667Z,2025-07-22T21:12:08.711752Z,13,0.983100095543189,0.927558003672175,0.205751024647307,0.0224132407456636,MNIST_seed2_prop0.01,conv_logistic,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,3,1,6,2025-07-22T20:10:17.214831Z,2025-07-22T21:04:47.415366Z,12,0.983828935734562,0.967089876378216,0.112887756972202,0.0212276559323072,MNIST_seed2_prop0.01,conv_logistic,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,3,1,7,2025-07-22T20:12:00.757454Z,2025-07-22T21:03:57.089803Z,41,0.981507063191786,0.932316250842886,0.181491854763664,0.0275035127997398,MNIST_seed2_prop0.01,conv_logistic,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,3,1,9,2025-07-22T20:12:50.270315Z,2025-07-22T21:04:47.285591Z,49,0.98042056141209,0.931365935919056,0.187333254005343,0.026883240789175,MNIST_seed2_prop0.01,conv_logistic,same_other_sizes_cv,balanced,same,23721,2,1,23721
6,3,1,11,2025-07-22T20:12:50.393442Z,2025-07-22T21:07:58.013566Z,47,0.97869134565058,0.927812447292967,0.195886446577367,0.0292666591703892,MNIST_seed2_prop0.01,conv_logistic,same_other_sizes_cv,balanced,same,23721,3,1,23721
6,4,1,2,2025-07-22T20:12:50.455759Z,2025-07-22T20:19:12.851132Z,48,0.954813017476756,0.865509761388286,0.335388319318886,0.0404248237609863,MNIST_seed2_prop0.01,linear_logistic,same_other_sizes_cv,unbalanced,other,23721,1,1,23721
6,4,1,4,2025-07-22T20:12:54.452922Z,2025-07-22T20:18:38.234712Z,43,0.940923396841458,0.85812051410449,0.348258348440283,0.0468467175960541,MNIST_seed2_prop0.01,linear_logistic,same_other_sizes_cv,unbalanced,other,23721,2,1,23721
6,4,1,6,2025-07-22T20:12:59.131204Z,2025-07-22T20:19:13.983204Z,46,0.938273651635717,0.86084196458403,0.345750826099928,0.0593357384204865,MNIST_seed2_prop0.01,linear_logistic,same_other_sizes_cv,unbalanced,other,23721,3,1,23721
6,4,1,7,2025-07-22T20:13:23.804130Z,2025-07-22T20:18:55.836176Z,37,0.940954127674899,0.866402562373567,0.318143977386255,0.0509239174425602,MNIST_seed2_prop0.01,linear_logistic,same_other_sizes_cv,balanced,same,23721,1,1,23721
6,4,1,9,2025-07-22T20:13:36.437364Z,2025-07-22T20:19:41.954298Z,42,0.942327448677517,0.866610455311973,0.315056347556749,0.0499940440058708,MNIST_seed2_prop0.01,linear_logistic,same_other_sizes_cv,balanced,same,23721,2,1,23721
6,4,1,11,2025-07-22T20:13:36.465701Z,2025-07-22T20:19:06.126343Z,33,0.942684716807289,0.87080452015517,0.314117524307513,0.0498717613518238,MNIST_seed2_prop0.01,linear_logistic,same_other_sizes_cv,balanced,same,23721,3,1,23721
1,1,1,2,2025-07-22T20:13:38.223751Z,2025-07-22T21:06:21.981745Z,38,0.972259354470149,0.0101781170483461,0.725467748177509,0.000189549493370578,EMNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23333,1,1,23333
1,1,1,4,2025-07-22T20:13:40.780661Z,2025-07-22T21:07:52.206203Z,34,0.988446158240504,0.0101781170483461,0.743892743491044,0.000145065016113222,EMNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23333,2,1,23333
1,1,1,6,2025-07-22T20:13:44.765653Z,2025-07-22T21:03:10.447989Z,35,0.976436535162951,0.99048589874278,0.652263592719427,0.000212207625736482,EMNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23333,3,1,23333
1,1,1,7,2025-07-22T20:13:57.293889Z,2025-07-22T21:04:05.711403Z,36,0.982529824383632,0.545929734361611,0.686777355544348,0.000133300345623866,EMNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23333,1,1,23333
1,1,1,9,2025-07-24T11:10:06.930405Z,2025-07-24T12:22:18.395546Z,2,0.98431121772773,0.937617823479006,0.685157665763214,0.000144519042805769,EMNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23333,2,1,23333
1,1,1,11,2025-07-22T20:15:42.779808Z,2025-07-22T21:07:39.080812Z,26,0.980153711947136,0.593310463121784,0.685953998723145,0.000168331564054824,EMNIST_seed1_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23333,3,1,23333
1,2,1,2,2025-07-22T20:15:54.105597Z,2025-07-22T20:22:11.557888Z,25,0.951822336475296,0.280237489397795,0.704440303345699,0.0013213912025094,EMNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,unbalanced,other,23333,1,1,23333
1,2,1,4,2025-07-22T20:16:39.932706Z,2025-07-22T20:22:47.391114Z,54,0.968886032562129,0.791348600508906,0.677368442375884,0.00122347520664334,EMNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,unbalanced,other,23333,2,1,23333
1,2,1,6,2025-07-22T20:16:40.796371Z,2025-07-22T20:23:04.231543Z,55,0.907050967900026,0.201664967720014,0.735223215007472,0.00363167095929384,EMNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,unbalanced,other,23333,3,1,23333
1,2,1,7,2025-07-22T20:16:45.006970Z,2025-07-22T20:22:34.278910Z,59,0.952216531596921,0.605998286203942,0.668278995521196,0.00128735799808055,EMNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,balanced,same,23333,1,1,23333
1,2,1,9,2025-07-22T20:17:00.825503Z,2025-07-22T20:23:01.644593Z,51,0.946967924698709,0.700085689802913,0.659208249655148,0.00201233988627791,EMNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,balanced,same,23333,2,1,23333
1,2,1,11,2025-07-22T20:17:05.140638Z,2025-07-22T20:25:22.633390Z,53,0.954177613868057,0.787221269296741,0.6670155196224,0.00131426064763218,EMNIST_seed1_prop0.01,linear_AUM,same_other_sizes_cv,balanced,same,23333,3,1,23333
1,3,1,2,2025-07-22T20:17:07.277667Z,2025-07-22T21:08:48.007931Z,58,0.991639531562411,0.932654792196777,0.201477996725612,0.011789508163929,EMNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,unbalanced,other,23333,1,1,23333
1,3,1,4,2025-07-22T20:18:42.583941Z,2025-07-22T21:08:36.398160Z,43,0.989140245644103,0.942324003392706,0.176314335256147,0.0162717811763287,EMNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,unbalanced,other,23333,2,1,23333
1,3,1,6,2025-07-22T20:18:56.626574Z,2025-07-22T21:12:23.447902Z,37,0.989592011761821,0.934590553856609,0.186552332114016,0.0172743666917086,EMNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,unbalanced,other,23333,3,1,23333
1,3,1,7,2025-07-22T20:19:10.939031Z,2025-07-22T21:09:41.346485Z,33,0.981710330283892,0.935047129391602,0.179389805629894,0.0274133775383234,EMNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,balanced,same,23333,1,1,23333
1,3,1,9,2025-07-22T20:19:21.540599Z,2025-07-22T21:11:42.651039Z,48,0.984683039513499,0.942073693230506,0.166637971555678,0.0244956463575363,EMNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,balanced,same,23333,2,1,23333
1,3,1,11,2025-07-22T20:19:32.275789Z,2025-07-22T21:13:01.961002Z,46,0.984136997666885,0.939794168096055,0.167727115971867,0.0255648549646139,EMNIST_seed1_prop0.01,conv_logistic,same_other_sizes_cv,balanced,same,23333,3,1,23333
1,4,1,2,2025-07-22T20:19:44.554387Z,2025-07-22T20:25:23.159609Z,42,0.973573264781491,0.893808312128923,0.304097479297593,0.0298509933054447,EMNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,unbalanced,other,23333,1,1,23333
1,4,1,4,2025-07-22T20:21:18.116193Z,2025-07-22T20:27:28.199893Z,61,0.970068551842329,0.888040712468193,0.315711880582684,0.0270555056631565,EMNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,unbalanced,other,23333,2,1,23333
1,4,1,6,2025-07-22T20:21:18.160428Z,2025-07-22T20:27:14.094167Z,62,0.95794841950502,0.891777098199117,0.311501124482243,0.0414303652942181,EMNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,unbalanced,other,23333,3,1,23333
1,4,1,7,2025-07-22T20:21:20.473461Z,2025-07-22T20:27:13.633648Z,69,0.956619328006908,0.887317909168809,0.280545775815701,0.0416828244924545,EMNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,balanced,same,23333,1,1,23333
1,4,1,9,2025-07-22T20:21:24.934734Z,2025-07-22T20:27:17.914088Z,64,0.956230735397672,0.888946015424165,0.282436904032632,0.0425043441355228,EMNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,balanced,same,23333,2,1,23333
1,4,1,11,2025-07-22T20:21:25.664837Z,2025-07-22T20:27:19.412044Z,65,0.955566743848727,0.888507718696398,0.282807640344672,0.0429410710930824,EMNIST_seed1_prop0.01,linear_logistic,same_other_sizes_cv,balanced,same,23333,3,1,23333
2,1,1,2,2025-07-22T20:21:27.915837Z,2025-07-22T21:14:19.093911Z,66,0.988588974578693,0.989821882951654,0.662015290843736,0.000126946688396856,EMNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23333,1,1,23333
2,1,1,4,2025-07-22T20:21:28.643204Z,2025-07-22T21:13:10.158044Z,67,0.984144530134245,0.0101781170483461,0.757363348072554,0.000141398995765485,EMNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23333,2,1,23333
2,1,1,6,2025-07-22T20:22:11.860278Z,2025-07-22T21:14:22.776311Z,25,0.970377971085522,0.944614339109752,0.686353469503624,0.000219749344978482,EMNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,unbalanced,other,23333,3,1,23333
2,1,1,7,2025-07-22T20:22:34.622661Z,2025-07-22T21:13:02.914032Z,59,0.983769763908806,0.5,0.685364689367306,0.000155890418682247,EMNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23333,1,1,23333
2,1,1,9,2025-07-22T20:22:48.950377Z,2025-07-22T21:13:48.131399Z,54,0.985928911974471,0.5,0.683519222961364,0.000182023024535738,EMNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23333,2,1,23333
2,1,1,11,2025-07-22T20:23:11.436501Z,2025-07-22T21:14:40.575145Z,51,0.978795356719399,0.5,0.688753751180675,0.000167980848345906,EMNIST_seed2_prop0.01,conv_AUM,same_other_sizes_cv,balanced,same,23333,3,1,23333
2,2,1,2,2025-07-22T20:23:17.378120Z,2025-07-22T20:28:47.628348Z,55,0.94873179091688,0.322815945716709,0.702612663354682,0.00152722420170903,EMNIST_seed2_prop0.01,linear_AUM,same_other_sizes_cv,unbalanced,other,23333,1,1,23333
